GSM,ThreadDensity,TensileStrength,Shrinkage,AirPermeability,Thickness,Quality
280.0,97.0,469.0,1.94,411.0,0.74,Medium
291.0,185.0,958.0,3.46,203.0,0.67,High
299.0,71.0,211.0,3.58,438.0,0.45,Low
215.0,55.0,588.0,0.08,297.0,0.92,Medium
125.0,153.0,536.0,8.39,399.0,0.97,Low
114.0,85.0,705.0,0.32,543.0,0.26,Low
332.0,128.0,305.0,9.4,458.0,0.3,Medium
161.0,165.0,231.0,8.92,467.0,0.57,Low
335.0,106.0,273.0,5.36,268.0,0.18,Medium
276.0,98.0,370.0,5.44,248.0,0.49,Medium
89.0,131.0,268.0,6.54,141.0,0.62,Low
321.0,115.0,561.0,3.87,301.0,0.57,Medium
330.0,126.0,848.0,6.47,343.0,0.4,High
84.0,94.0,632.0,0.45,768.0,0.59,Low
198.0,128.0,299.0,0.54,563.0,0.96,Low
144.0,69.0,857.0,4.57,548.0,0.29,Low
225.0,172.0,208.0,5.5,536.0,0.69,Low
303.0,116.0,773.0,8.88,630.0,0.14,Medium
256.0,52.0,228.0,8.23,696.0,0.6,Low
346.0,113.0,313.0,2.1,372.0,0.19,Medium
142.0,89.0,661.0,3.94,529.0,0.12,Low
296.0,108.0,342.0,3.17,312.0,0.25,Medium
256.0,111.0,589.0,4.0,203.0,0.61,Medium
177.0,181.0,831.0,1.5,291.0,0.73,Medium
184.0,109.0,881.0,5.04,788.0,0.28,Medium
178.0,165.0,356.0,8.02,758.0,0.7,Low
85.0,124.0,534.0,4.42,479.0,0.26,Low
276.0,171.0,459.0,4.91,180.0,0.65,Medium
212.0,156.0,281.0,8.49,648.0,0.47,Low
338.0,126.0,953.0,7.06,476.0,0.69,High
102.0,140.0,640.0,4.9,253.0,1.0,Low
132.0,179.0,1484.0,2.58,741.0,0.94,Low
244.0,111.0,430.0,8.85,670.0,0.1,Low
281.0,98.0,919.0,5.77,339.0,0.9,Medium
162.0,186.0,609.0,2.21,473.0,0.16,Low
224.0,141.0,469.0,2.69,303.0,0.96,Medium
164.0,173.0,825.0,4.71,710.0,0.35,Medium
157.0,110.0,261.0,0.44,449.0,0.44,Low
80.0,97.0,519.0,9.92,787.0,0.18,Low
130.0,185.0,301.0,1.3,242.0,0.2,Low
252.0,107.0,628.0,7.96,288.0,0.75,Medium
284.0,150.0,921.0,3.95,371.0,0.95,High
339.0,161.0,454.0,4.92,631.0,0.65,Medium
113.0,111.0,731.0,8.81,399.0,0.74,Low
174.0,88.0,769.0,4.13,525.0,0.79,Medium
151.0,107.0,311.0,5.37,145.0,0.34,Low
118.0,148.0,512.0,0.49,194.0,0.14,Low
233.0,93.0,660.0,0.02,163.0,0.1,Medium
329.0,78.0,907.0,2.45,512.0,0.42,High
241.0,108.0,661.0,6.81,742.0,0.32,Medium
197.0,120.0,291.0,1.21,108.0,0.16,Low
338.0,141.0,251.0,1.14,558.0,0.26,Medium
347.0,58.0,609.0,4.11,508.0,0.21,Medium
133.0,176.0,297.0,6.48,569.0,0.92,Low
315.0,183.0,435.0,7.12,605.0,0.23,Medium
301.0,194.0,573.0,1.78,785.0,0.58,High
330.0,193.0,609.0,0.8,172.0,0.63,High
286.0,113.0,433.0,8.53,120.0,0.39,Medium
308.0,139.0,609.0,8.63,557.0,0.15,Medium
145.0,85.0,488.0,7.73,256.0,0.46,Low
154.0,111.0,837.0,1.69,428.0,0.27,Medium
182.0,125.0,778.0,8.22,672.0,0.61,Medium
271.0,62.0,741.0,7.69,675.0,0.72,Medium
331.0,60.0,313.0,5.97,779.0,0.58,Medium
305.0,103.0,403.0,3.37,302.0,0.49,Medium
328.0,57.0,842.0,1.22,205.0,0.86,High
245.0,153.0,673.0,5.1,221.0,0.3,Medium
109.0,108.0,896.0,5.85,417.0,0.76,Low
326.0,106.0,452.0,3.59,281.0,0.78,Medium
185.0,89.0,997.0,4.75,714.0,0.48,Medium
130.0,179.0,585.0,3.64,415.0,0.37,Medium
160.0,143.0,261.0,6.41,724.0,0.52,Low
212.0,187.0,714.0,9.01,505.0,0.18,Medium
217.0,93.0,629.0,1.64,169.0,0.14,Medium
263.0,188.0,779.0,3.81,259.0,0.2,High
148.0,129.0,736.0,1.41,339.0,0.27,Medium
113.0,130.0,890.0,6.25,622.0,0.55,Medium
341.0,51.0,340.0,7.29,237.0,0.86,Medium
132.0,189.0,942.0,9.32,594.0,0.31,Medium
284.0,164.0,499.0,2.79,778.0,0.94,Medium
205.0,139.0,874.0,9.5,346.0,0.96,Medium
314.0,72.0,510.0,0.63,642.0,0.96,Medium
122.0,195.0,670.0,6.03,623.0,0.85,Medium
319.0,111.0,592.0,0.57,342.0,0.43,Medium
190.0,162.0,841.0,8.94,719.0,0.17,Medium
328.0,177.0,644.0,5.3,435.0,0.61,High
230.0,111.0,957.0,6.69,521.0,0.6,Medium
262.0,87.0,371.0,8.32,293.0,0.86,Low
174.0,110.0,775.0,1.5,407.0,1.0,Medium
87.0,178.0,230.0,0.39,744.0,0.56,Low
263.0,198.0,246.0,8.79,605.0,0.41,Medium
274.0,171.0,329.0,3.15,380.0,0.27,Medium
274.0,159.0,551.0,1.29,774.0,0.1,Medium
234.0,62.0,821.0,4.68,538.0,0.56,Medium
172.0,149.0,780.0,5.98,707.0,0.6,Medium
239.0,184.0,257.0,0.31,582.0,0.84,Medium
215.0,123.0,529.0,0.33,216.0,0.92,Medium
130.0,181.0,967.0,4.2,291.0,0.67,Medium
84.0,72.0,882.0,8.95,717.0,0.86,Low
171.0,168.0,582.0,9.83,615.0,0.23,Low
249.0,119.0,609.0,6.37,629.0,0.87,Low
101.0,133.0,485.0,4.71,406.0,0.71,Low
80.0,150.0,270.0,9.06,631.0,0.25,Low
212.0,133.0,966.0,5.16,221.0,0.27,Medium
312.0,77.0,653.0,1.54,748.0,0.93,Medium
91.0,185.0,766.0,4.71,691.0,0.13,Low
125.0,50.0,596.0,7.57,253.0,0.52,Low
113.0,112.0,714.0,7.32,636.0,0.38,Low
157.0,71.0,225.0,7.09,551.0,0.7,Low
297.0,119.0,512.0,2.0,268.0,0.86,Medium
152.0,174.0,325.0,2.11,158.0,0.42,Low
328.0,198.0,607.0,6.88,400.0,0.48,High
126.0,145.0,764.0,2.2,652.0,0.98,Medium
200.0,128.0,397.0,4.71,649.0,0.81,Low
293.0,54.0,387.0,7.82,216.0,0.91,Low
318.0,109.0,897.0,7.84,226.0,0.49,High
135.0,169.0,915.0,4.53,504.0,0.31,Medium
186.0,95.0,609.0,7.92,498.0,0.47,Low
127.0,183.0,649.0,8.39,614.0,0.74,Low
140.0,105.0,722.0,6.55,597.0,0.2,Low
336.0,153.0,857.0,2.74,497.0,0.14,High
87.0,126.0,796.0,3.15,364.0,0.49,Low
192.0,195.0,299.0,1.17,362.0,0.84,Medium
332.0,51.0,815.0,2.73,497.0,0.12,Medium
259.0,57.0,757.0,2.1,745.0,0.71,Medium
286.0,124.0,755.0,4.55,626.0,0.94,Medium
206.0,174.0,477.0,9.08,535.0,0.31,Medium
215.0,76.0,898.0,7.2,228.0,0.98,Medium
93.0,69.0,825.0,6.87,733.0,0.97,Low
107.0,189.0,690.0,0.96,340.0,0.31,Medium
157.0,92.0,454.0,9.23,726.0,0.19,Low
233.0,140.0,741.0,3.64,313.0,0.73,Medium
93.0,110.0,463.0,7.57,691.0,0.75,Low
266.0,158.0,809.0,4.71,234.0,0.71,High
86.0,140.0,528.0,6.94,485.0,0.4,Low
82.0,144.0,314.0,0.4,402.0,0.25,Low
190.0,192.0,475.0,8.39,386.0,0.62,Medium
317.0,193.0,687.0,4.48,661.0,0.54,High
318.0,62.0,480.0,6.37,288.0,0.76,Medium
306.0,162.0,474.0,2.21,396.0,0.5,Medium
94.0,84.0,972.0,6.77,625.0,0.4,Low
271.0,198.0,918.0,7.72,488.0,0.36,High
198.0,97.0,527.0,4.73,558.0,0.29,Low
107.0,126.0,410.0,6.18,360.0,0.34,Low
281.0,135.0,609.0,4.56,212.0,0.19,High
118.0,163.0,751.0,8.94,135.0,0.41,Low
310.0,149.0,225.0,4.98,178.0,0.13,Medium
165.0,148.0,226.0,8.42,374.0,0.27,Low
104.0,134.0,282.0,4.11,773.0,0.39,Low
224.0,126.0,881.0,2.3,411.0,0.7,High
92.0,187.0,612.0,4.06,628.0,0.75,Low
291.0,132.0,366.0,8.26,303.0,0.62,Medium
104.0,74.0,899.0,2.28,116.0,0.96,Low
147.0,117.0,368.0,5.24,575.0,0.12,Low
146.0,110.0,428.0,8.06,610.0,0.76,Low
312.0,78.0,808.0,3.53,309.0,0.96,Medium
188.0,176.0,566.0,6.42,598.0,0.88,Medium
225.0,68.0,727.0,2.46,501.0,0.25,Medium
190.0,123.0,990.0,1.09,528.0,0.39,Medium
307.0,110.0,846.0,7.94,177.0,0.26,Medium
190.0,69.0,737.0,0.99,667.0,0.64,Medium
113.0,97.0,723.0,4.71,179.0,0.74,Low
190.0,136.0,271.0,8.55,405.0,0.39,Low
343.0,188.0,844.0,3.46,157.0,0.59,High
315.0,159.0,305.0,9.73,629.0,0.72,Medium
121.0,108.0,888.0,2.68,610.0,0.87,Medium
180.0,126.0,481.0,0.41,234.0,0.79,Medium
85.0,100.0,332.0,7.05,621.0,0.16,Low
215.0,198.0,733.0,4.51,680.0,0.66,High
305.0,61.0,468.0,1.01,182.0,0.31,Medium
308.0,99.0,611.0,7.08,720.0,0.6,Medium
229.0,181.0,872.0,0.31,143.0,0.96,High
277.0,162.0,818.0,8.7,582.0,0.89,Medium
149.0,63.0,990.0,1.39,743.0,0.46,Medium
191.0,81.0,946.0,1.27,592.0,0.36,Medium
83.0,188.0,217.0,1.76,598.0,0.31,Low
174.0,195.0,953.0,9.6,117.0,0.58,Medium
231.0,104.0,316.0,6.93,704.0,0.2,Low
216.0,169.0,997.0,8.01,393.0,0.59,Medium
326.0,124.0,993.0,3.98,247.0,0.1,High
322.0,70.0,1372.0,3.36,571.0,0.39,Medium
110.0,182.0,916.0,2.34,271.0,0.3,Medium
119.0,136.0,750.0,4.81,662.0,0.97,Low
308.0,108.0,865.0,5.52,630.0,0.75,High
115.0,138.0,887.0,6.32,219.0,0.41,Medium
302.0,199.0,952.0,2.57,165.0,0.18,High
85.0,132.0,621.0,9.49,240.0,0.57,Low
154.0,113.0,845.0,9.66,605.0,0.58,Low
83.0,120.0,757.0,0.15,288.0,0.85,Low
213.0,53.0,249.0,4.81,257.0,0.65,Low
197.0,192.0,877.0,3.33,709.0,0.67,Medium
173.0,153.0,305.0,4.49,769.0,0.59,Low
141.0,199.0,415.0,5.71,345.0,0.93,Low
273.0,142.0,857.0,4.36,132.0,0.94,High
282.0,191.0,624.0,4.15,460.0,0.56,High
105.0,197.0,271.0,7.33,429.0,0.38,Low
252.0,161.0,984.0,6.86,611.0,0.51,High
212.0,168.0,958.0,8.33,170.0,0.27,Medium
197.0,108.0,645.0,2.5,412.0,0.67,Medium
291.0,92.0,385.0,6.1,178.0,0.55,Medium
215.0,89.0,349.0,3.7,279.0,0.28,Low
192.0,167.0,445.0,4.86,727.0,0.53,Medium
219.0,69.0,973.0,3.14,359.0,0.9,Medium
126.0,180.0,737.0,1.42,585.0,0.61,Medium
80.0,139.0,851.0,2.14,104.0,0.71,Medium
169.0,143.0,298.0,1.06,396.0,0.41,Low
221.0,62.0,477.0,6.83,719.0,0.61,Low
117.0,115.0,762.0,6.61,459.0,0.5,Low
218.0,86.0,862.0,9.51,216.0,0.69,Medium
338.0,115.0,654.0,7.3,456.0,0.15,Medium
240.0,85.0,303.0,0.52,538.0,0.54,Low
257.0,75.0,800.0,8.84,430.0,0.37,Medium
89.0,124.0,852.0,8.63,624.0,0.39,Low
340.0,157.0,924.0,4.43,753.0,0.96,High
217.0,92.0,432.0,5.86,287.0,0.26,Low
251.0,199.0,593.0,9.76,380.0,0.38,Medium
92.0,197.0,700.0,5.32,610.0,0.56,Medium
247.0,57.0,894.0,9.05,565.0,0.88,Medium
209.0,78.0,450.0,0.83,214.0,0.48,Low
163.0,89.0,720.0,1.91,335.0,0.77,Medium
180.0,177.0,278.0,4.41,437.0,0.87,Low
344.0,133.0,251.0,5.85,621.0,0.38,Medium
117.0,165.0,980.0,8.16,298.0,0.45,Medium
173.0,126.0,425.0,9.88,149.0,0.42,Low
174.0,126.0,250.0,3.89,241.0,0.85,Low
148.0,56.0,385.0,0.47,627.0,0.14,Low
315.0,94.0,233.0,8.01,613.0,0.38,Low
216.0,137.0,941.0,6.04,769.0,0.71,Medium
155.0,122.0,330.0,1.99,129.0,0.61,Low
114.0,86.0,831.0,4.95,181.0,0.49,Low
80.0,168.0,642.0,7.42,130.0,0.59,Low
139.0,106.0,958.0,7.7,432.0,0.28,Medium
346.0,57.0,631.0,5.0,759.0,0.49,Medium
308.0,144.0,903.0,3.05,276.0,0.55,High
349.0,166.0,696.0,9.74,469.0,0.91,High
292.0,159.0,602.0,6.63,646.0,0.33,Medium
244.0,69.0,522.0,4.08,634.0,0.88,Medium
84.0,173.0,409.0,2.8,205.0,0.68,Low
157.0,102.0,814.0,7.31,196.0,0.12,Medium
141.0,168.0,528.0,2.42,329.0,0.75,Medium
211.0,61.0,571.0,1.72,326.0,0.13,Medium
168.0,66.0,659.0,5.3,470.0,1.0,Low
316.0,113.0,332.0,2.9,199.0,0.89,Medium
121.0,91.0,850.0,6.29,544.0,0.37,Low
168.0,143.0,1280.0,1.18,567.0,0.33,Low
183.0,196.0,805.0,6.55,154.0,0.44,Medium
93.0,60.0,651.0,2.83,294.0,0.42,Low
258.0,147.0,328.0,0.0,619.0,0.44,Medium
204.0,120.0,290.0,1.27,523.0,0.39,Low
102.0,157.0,803.0,9.34,414.0,0.66,Low
142.0,107.0,774.0,8.67,227.0,0.25,Low
222.0,83.0,228.0,2.34,131.0,0.86,Low
232.0,126.0,921.0,7.78,192.0,0.83,Medium
224.0,99.0,723.0,6.09,618.0,0.53,Medium
183.0,187.0,496.0,3.74,319.0,0.32,Medium
183.0,101.0,329.0,6.81,205.0,0.12,Low
118.0,64.0,492.0,0.64,647.0,0.66,Low
277.0,133.0,372.0,3.96,515.0,0.51,Medium
213.0,180.0,919.0,9.64,656.0,0.61,Medium
146.0,86.0,223.0,5.39,408.0,0.91,Low
258.0,175.0,1192.0,2.88,465.0,0.97,Medium
121.0,89.0,605.0,4.71,620.0,0.67,Low
94.0,121.0,555.0,7.04,558.0,0.79,Low
190.0,89.0,338.0,6.45,698.0,0.18,Low
236.0,105.0,702.0,3.74,469.0,0.24,Medium
310.0,153.0,373.0,9.51,430.0,0.76,Medium
236.0,188.0,228.0,0.22,788.0,0.49,Medium
117.0,159.0,695.0,3.04,741.0,0.5,Medium
176.0,185.0,854.0,9.21,110.0,0.38,Medium
333.0,142.0,550.0,3.21,606.0,0.65,High
275.0,143.0,753.0,2.52,518.0,0.27,High
165.0,105.0,609.0,5.34,221.0,0.66,Low
84.0,187.0,391.0,1.03,430.0,0.16,Low
202.0,88.0,871.0,9.43,642.0,0.4,Medium
197.0,77.0,263.0,7.95,447.0,0.31,Low
238.0,98.0,954.0,1.81,511.0,0.9,Medium
307.0,174.0,969.0,7.12,323.0,0.15,High
215.0,62.0,863.0,3.85,252.0,0.26,Medium
263.0,85.0,414.0,4.02,311.0,0.59,Medium
94.0,150.0,609.0,7.83,191.0,0.53,Low
236.0,75.0,742.0,9.63,430.0,0.14,Medium
215.0,135.0,431.0,1.27,566.0,0.11,Medium
340.0,126.0,993.0,4.21,740.0,0.99,High
236.0,131.0,740.0,4.81,653.0,0.69,Medium
126.0,176.0,394.0,3.76,327.0,0.43,Low
252.0,137.0,705.0,3.63,293.0,0.52,Medium
209.0,126.0,533.0,0.52,629.0,0.34,Medium
174.0,169.0,967.0,6.86,342.0,0.41,Medium
194.0,126.0,992.0,4.36,488.0,0.68,Medium
322.0,179.0,503.0,1.95,375.0,0.89,High
148.0,80.0,636.0,8.16,549.0,0.27,Low
227.0,168.0,522.0,8.03,738.0,0.86,Medium
90.0,60.0,701.0,4.86,686.0,0.21,Low
333.0,95.0,592.0,2.98,673.0,0.29,Medium
117.0,145.0,798.0,4.71,577.0,0.13,Medium
213.0,59.0,348.0,2.88,579.0,0.23,Low
279.0,177.0,960.0,2.36,387.0,0.93,High
102.0,148.0,604.0,7.31,797.0,0.51,Low
297.0,161.0,482.0,0.4,789.0,0.17,Medium
220.0,109.0,561.0,0.95,777.0,0.96,Medium
183.0,136.0,578.0,0.07,794.0,0.89,Medium
289.0,194.0,397.0,1.53,639.0,0.78,Medium
190.0,114.0,755.0,0.69,429.0,0.94,Medium
183.0,126.0,555.0,9.96,569.0,0.3,Low
250.0,155.0,739.0,2.89,633.0,0.85,Medium
212.0,58.0,628.0,1.49,566.0,0.72,Medium
206.0,71.0,216.0,2.41,519.0,0.88,Low
185.0,190.0,838.0,9.36,707.0,0.82,Medium
171.0,138.0,578.0,4.71,221.0,0.41,Medium
130.0,67.0,879.0,3.65,407.0,0.8,Low
108.0,164.0,705.0,8.73,433.0,0.34,Low
293.0,194.0,955.0,3.95,519.0,0.4,High
346.0,192.0,275.0,3.35,425.0,0.2,Medium
336.0,155.0,430.0,2.07,748.0,0.94,Medium
180.0,64.0,915.0,3.78,672.0,0.36,Medium
261.0,62.0,501.0,6.77,194.0,0.45,Low
80.0,130.0,925.0,2.9,395.0,0.96,Medium
134.0,81.0,414.0,5.77,283.0,0.4,Low
228.0,186.0,357.0,0.66,359.0,0.8,Medium
281.0,197.0,592.0,4.07,285.0,0.49,High
196.0,131.0,284.0,9.37,508.0,0.44,Low
233.0,126.0,466.0,3.77,168.0,0.77,Medium
142.0,125.0,268.0,6.64,726.0,0.92,Low
323.0,87.0,810.0,2.55,107.0,0.78,High
104.0,120.0,546.0,1.27,364.0,0.3,Low
169.0,97.0,927.0,0.59,583.0,0.9,Medium
289.0,193.0,622.0,1.58,470.0,0.62,High
96.0,88.0,805.0,1.74,776.0,0.85,Low
207.0,138.0,373.0,7.61,182.0,0.27,Low
330.0,111.0,876.0,0.16,745.0,0.81,High
258.0,190.0,314.0,5.58,310.0,0.64,Medium
261.0,158.0,419.0,3.79,412.0,0.9,Medium
231.0,130.0,230.0,5.07,703.0,0.25,Low
104.0,183.0,722.0,5.63,436.0,0.48,Medium
259.0,126.0,542.0,3.13,589.0,0.85,Medium
277.0,139.0,576.0,2.95,502.0,0.12,Medium
240.0,63.0,329.0,7.33,738.0,0.2,Low
256.0,144.0,816.0,8.71,290.0,0.99,Medium
142.0,103.0,738.0,1.93,770.0,0.35,Medium
229.0,181.0,938.0,0.98,434.0,0.98,High
233.0,88.0,201.0,8.98,621.0,0.26,Low
235.0,121.0,300.0,3.5,718.0,0.42,Low
128.0,74.0,732.0,5.51,186.0,0.78,Low
163.0,126.0,257.0,3.6,678.0,0.69,Low
256.0,169.0,588.0,1.26,161.0,0.62,Medium
227.0,102.0,891.0,5.89,486.0,0.58,Medium
197.0,180.0,540.0,5.25,245.0,0.86,Medium
215.0,199.0,219.0,2.03,252.0,0.31,Low
268.0,145.0,454.0,4.52,718.0,0.5,Medium
128.0,121.0,516.0,7.97,759.0,0.24,Low
215.0,111.0,237.0,5.9,797.0,0.64,Medium
303.0,55.0,859.0,0.97,448.0,0.33,Medium
220.0,81.0,736.0,5.48,277.0,0.4,Medium
290.0,187.0,832.0,7.93,760.0,0.12,High
111.0,180.0,225.0,6.29,346.0,0.18,Low
237.0,125.0,653.0,1.53,353.0,0.72,Medium
223.0,108.0,880.0,7.1,599.0,0.49,Medium
98.0,80.0,522.0,6.77,640.0,0.88,Low
97.0,142.0,936.0,0.24,451.0,0.73,Medium
336.0,118.0,712.0,4.12,611.0,0.11,High
157.0,101.0,972.0,3.33,112.0,0.66,Medium
254.0,138.0,212.0,6.69,658.0,0.18,Low
273.0,176.0,759.0,2.16,250.0,0.8,High
192.0,80.0,570.0,5.91,149.0,0.99,Low
193.0,133.0,490.0,9.13,314.0,0.58,Low
301.0,176.0,531.0,7.98,743.0,0.71,Medium
245.0,199.0,805.0,9.21,471.0,0.31,Medium
211.0,181.0,460.0,9.79,212.0,0.49,Medium
343.0,62.0,989.0,0.11,351.0,0.87,High
134.0,94.0,404.0,6.23,440.0,0.25,Low
210.0,176.0,896.0,4.13,152.0,0.34,Medium
345.0,163.0,886.0,8.6,229.0,0.5,High
241.0,69.0,586.0,2.52,292.0,0.74,Medium
166.0,130.0,667.0,9.81,690.0,0.44,Low
134.0,178.0,614.0,6.14,156.0,0.93,Medium
257.0,192.0,268.0,7.94,196.0,0.19,Medium
326.0,107.0,303.0,4.71,746.0,0.74,Medium
334.0,121.0,957.0,7.58,246.0,0.3,High
133.0,158.0,1440.0,0.22,783.0,0.69,Low
328.0,72.0,399.0,8.17,674.0,0.25,Medium
215.0,121.0,415.0,0.14,676.0,0.15,Medium
308.0,57.0,411.0,6.57,394.0,0.21,Medium
146.0,108.0,707.0,3.65,720.0,0.94,Medium
130.0,160.0,215.0,6.11,783.0,0.6,Low
176.0,62.0,697.0,6.96,111.0,0.82,Low
171.0,65.0,531.0,3.42,432.0,0.4,Low
343.0,168.0,916.0,1.08,319.0,0.63,High
215.0,51.0,750.0,0.7,497.0,0.55,Medium
167.0,194.0,800.0,5.89,441.0,0.95,Medium
157.0,79.0,455.0,5.21,611.0,0.77,Low
199.0,152.0,965.0,7.42,271.0,0.76,Medium
244.0,126.0,927.0,5.1,567.0,0.14,Medium
261.0,145.0,371.0,4.22,265.0,0.59,Medium
86.0,126.0,609.0,0.26,269.0,0.94,Low
342.0,62.0,670.0,3.36,663.0,0.33,Medium
215.0,143.0,583.0,9.76,611.0,0.34,Medium
230.0,198.0,889.0,8.74,288.0,0.47,Medium
164.0,161.0,788.0,3.29,219.0,0.32,Medium
226.0,104.0,899.0,5.88,204.0,0.22,Medium
191.0,130.0,706.0,4.71,773.0,0.87,Medium
215.0,165.0,726.0,4.41,140.0,0.6,Medium
267.0,192.0,524.0,0.18,776.0,0.88,High
161.0,157.0,413.0,0.75,420.0,0.85,Medium
81.0,102.0,407.0,5.1,434.0,0.35,Low
276.0,177.0,368.0,9.69,259.0,0.59,Medium
90.0,106.0,529.0,4.71,363.0,0.17,Low
313.0,101.0,479.0,0.71,629.0,0.92,Medium
274.0,186.0,504.0,1.89,784.0,0.46,Medium
198.0,160.0,345.0,7.71,576.0,0.45,Low
99.0,50.0,974.0,8.41,451.0,0.37,Low
340.0,93.0,715.0,6.18,644.0,0.51,Medium
335.0,124.0,289.0,6.44,309.0,0.33,Medium
301.0,147.0,652.0,0.28,595.0,0.44,High
305.0,58.0,259.0,8.29,481.0,0.82,Low
132.0,81.0,510.0,7.88,775.0,0.85,Low
160.0,64.0,727.0,2.59,580.0,0.37,Low
281.0,189.0,426.0,7.09,104.0,0.52,Medium
237.0,185.0,673.0,2.15,133.0,0.89,Medium
199.0,121.0,740.0,0.4,244.0,0.15,Medium
138.0,61.0,862.0,2.01,450.0,0.9,Medium
294.0,114.0,956.0,1.79,682.0,0.3,High
207.0,156.0,981.0,3.38,564.0,0.71,High
303.0,91.0,278.0,4.18,447.0,0.62,Medium
288.0,164.0,632.0,5.09,224.0,0.6,Medium
194.0,188.0,352.0,4.77,370.0,0.87,Medium
288.0,152.0,988.0,2.71,456.0,0.19,High
93.0,144.0,600.0,0.29,626.0,0.41,Low
88.0,66.0,478.0,6.05,597.0,0.58,Low
119.0,126.0,256.0,3.96,252.0,0.83,Low
316.0,105.0,385.0,2.99,152.0,0.29,Medium
280.0,183.0,597.0,8.67,248.0,0.82,Medium
325.0,135.0,804.0,7.47,602.0,0.46,High
314.0,151.0,987.0,8.58,549.0,0.27,High
83.0,103.0,609.0,4.95,318.0,0.78,Low
233.0,164.0,609.0,1.31,724.0,0.18,High
108.0,188.0,892.0,6.96,376.0,0.56,Medium
188.0,137.0,558.0,2.06,551.0,0.16,Medium
177.0,98.0,639.0,4.41,527.0,0.42,Low
294.0,198.0,788.0,0.65,182.0,0.64,High
154.0,164.0,665.0,8.25,317.0,0.6,Medium
225.0,112.0,862.0,1.26,626.0,0.46,Medium
207.0,153.0,645.0,9.03,503.0,0.49,Medium
121.0,132.0,949.0,8.64,389.0,0.3,Medium
120.0,152.0,609.0,4.65,519.0,0.51,Medium
113.0,66.0,687.0,7.44,438.0,0.96,Low
96.0,55.0,729.0,6.19,769.0,0.87,Low
244.0,196.0,272.0,8.03,518.0,0.23,Medium
232.0,77.0,900.0,4.32,306.0,0.13,Medium
155.0,87.0,216.0,7.86,785.0,0.94,Low
166.0,168.0,730.0,4.62,795.0,0.57,Medium
196.0,86.0,930.0,9.41,364.0,0.58,Medium
106.0,164.0,525.0,4.86,135.0,0.8,Low
213.0,117.0,831.0,4.63,472.0,0.38,Medium
298.0,92.0,812.0,7.85,587.0,0.53,Medium
247.0,107.0,745.0,8.22,358.0,0.97,Medium
177.0,62.0,795.0,5.54,630.0,0.7,Low
347.0,101.0,907.0,1.8,122.0,0.24,High
316.0,126.0,401.0,4.68,203.0,0.22,Medium
252.0,81.0,543.0,9.68,340.0,0.28,Low
269.0,154.0,722.0,7.53,352.0,0.79,Medium
125.0,148.0,417.0,0.33,754.0,0.12,Low
143.0,153.0,644.0,4.68,550.0,0.95,Medium
209.0,77.0,964.0,6.47,406.0,0.25,Medium
272.0,178.0,421.0,8.3,599.0,0.11,Medium
260.0,97.0,582.0,0.49,721.0,0.31,Medium
108.0,89.0,791.0,8.52,107.0,0.31,Low
228.0,146.0,206.0,5.48,168.0,0.48,Low
346.0,163.0,471.0,1.97,790.0,0.93,High
90.0,181.0,938.0,3.17,674.0,0.89,Medium
192.0,160.0,623.0,5.31,507.0,0.47,Medium
311.0,125.0,952.0,1.59,218.0,0.32,High
306.0,80.0,220.0,8.13,130.0,0.15,Low
177.0,168.0,889.0,1.33,617.0,0.95,Medium
134.0,191.0,427.0,2.33,582.0,0.27,Low
190.0,74.0,984.0,4.53,306.0,0.28,Medium
231.0,83.0,487.0,5.17,768.0,0.53,Low
325.0,116.0,333.0,7.64,678.0,0.54,Medium
329.0,122.0,603.0,7.9,511.0,0.23,Medium
115.0,75.0,864.0,6.18,469.0,0.44,Low
318.0,197.0,265.0,1.13,452.0,0.72,Medium
227.0,153.0,848.0,1.56,435.0,0.31,High
306.0,59.0,803.0,4.37,388.0,0.48,Medium
323.0,116.0,636.0,3.97,239.0,0.6,Medium
280.0,54.0,458.0,7.44,399.0,0.9,Low
233.0,76.0,302.0,5.81,112.0,0.39,Low
280.0,64.0,968.0,1.71,527.0,0.54,High
96.0,154.0,300.0,2.27,499.0,0.77,Low
208.0,93.0,397.0,5.76,208.0,0.2,Low
296.0,75.0,425.0,4.23,584.0,0.48,Medium
215.0,126.0,662.0,5.15,455.0,0.12,Medium
215.0,133.0,436.0,1.71,248.0,0.13,Medium
121.0,189.0,225.0,6.63,406.0,0.53,Low
104.0,181.0,320.0,8.53,632.0,0.37,Low
118.0,136.0,705.0,2.58,159.0,0.86,Medium
210.0,161.0,381.0,4.92,534.0,0.64,Medium
308.0,178.0,910.0,9.76,120.0,0.51,High
187.0,138.0,966.0,3.33,481.0,0.47,Medium
251.0,115.0,833.0,5.95,344.0,0.55,Medium
181.0,180.0,742.0,0.9,172.0,0.14,Medium
91.0,171.0,514.0,6.06,548.0,0.9,Low
123.0,133.0,817.0,9.59,797.0,0.26,Low
136.0,165.0,472.0,7.88,489.0,0.23,Low
91.0,87.0,431.0,7.04,676.0,0.69,Low
159.0,192.0,619.0,5.9,441.0,0.7,Medium
295.0,159.0,967.0,4.5,389.0,0.86,High
343.0,95.0,641.0,8.58,667.0,0.78,Medium
228.0,74.0,695.0,9.57,430.0,0.5,Low
160.0,70.0,609.0,4.99,358.0,0.65,Low
294.0,170.0,308.0,9.32,525.0,0.72,Medium
